"id","Akashiwo sanguinea ( cells/L )","Alexandrium ( cells/L )","Dinophysis ( cells/L )","Lingulodinium polyedra ( cells/L )","Pseudo-nitzschia delicatissima ( cells/L )","Pseudo-nitzschia seriata ( cells/L )"
"HABs-SantaCruzWharf_2018-08-22T18:50:00Z",NA,610,22933,NA,NA,0
"HABs-SantaCruzWharf_2018-08-29T17:30:00Z",NA,20,1175,NA,NA,0
"HABs-SantaCruzWharf_2018-09-05T16:50:00Z",NA,0,2850,NA,NA,0
"HABs-SantaCruzWharf_2018-09-12T17:50:00Z",NA,0,NA,NA,NA,0
"HABs-SantaCruzWharf_2018-09-19T16:30:00Z",NA,0,450,NA,NA,0
"HABs-SantaCruzWharf_2018-09-26T17:15:00Z",NA,0,1650,NA,NA,0
"HABs-SantaCruzWharf_2018-10-03T15:45:00Z",NA,0,833,NA,NA,0
"HABs-SantaCruzWharf_2018-10-10T15:30:00Z",NA,0,867,NA,NA,0
"HABs-SantaCruzWharf_2018-10-17T15:45:00Z",NA,0,150,NA,NA,0
"HABs-SantaCruzWharf_2018-10-31T16:00:00Z",NA,0,225,NA,NA,0
"HABs-SantaCruzWharf_2018-11-07T17:15:00Z",NA,0,425,NA,NA,0
"HABs-SantaCruzWharf_2018-11-14T17:15:00Z",NA,0,150,NA,NA,0
"HABs-SantaCruzWharf_2018-11-21T17:45:00Z",NA,1320,4350,NA,NA,0
"HABs-SantaCruzWharf_2018-11-28T17:45:00Z",NA,547,400,NA,NA,0
"HABs-SantaCruzWharf_2018-12-05T17:30:00Z",NA,0,0,NA,NA,0
"HABs-SantaCruzWharf_2018-12-12T17:30:00Z",NA,0,0,NA,NA,0
"HABs-SantaCruzWharf_2018-12-19T17:30:00Z",NA,530,700,NA,NA,0
"HABs-SantaCruzWharf_2019-01-09T17:30:00Z",NA,40,10,NA,NA,0
"HABs-SantaCruzWharf_2019-01-16T17:30:00Z",NA,0,40,NA,NA,0
"HABs-SantaCruzWharf_2019-01-23T17:20:00Z",NA,0,0,NA,NA,0
"HABs-SantaCruzWharf_2019-01-30T17:30:00Z",NA,0,0,NA,NA,0
"HABs-SantaCruzWharf_2019-02-06T17:10:00Z",NA,0,0,NA,NA,0
"HABs-SantaCruzWharf_2019-02-13T17:30:00Z",NA,0,0,NA,NA,350
"HABs-SantaCruzWharf_2019-02-20T16:40:00Z",NA,20,0,NA,NA,0
"HABs-SantaCruzWharf_2019-02-27T17:10:00Z",NA,140,0,NA,NA,0
"HABs-SantaCruzWharf_2019-03-06T17:20:00Z",NA,140,0,NA,NA,7000
"HABs-SantaCruzWharf_2019-03-13T16:25:00Z",NA,40,20,NA,NA,0
"HABs-SantaCruzWharf_2019-03-21T16:00:00Z",NA,210,20,NA,NA,2600
"HABs-SantaCruzWharf_2019-03-27T16:20:00Z",NA,210,140,NA,NA,1750
"HABs-SantaCruzWharf_2019-04-03T16:30:00Z",NA,190,30,NA,NA,0
"HABs-SantaCruzWharf_2019-04-10T16:15:00Z",NA,0,20,NA,NA,0
"HABs-SantaCruzWharf_2019-04-17T16:20:00Z",NA,580,120,NA,NA,120
"HABs-SantaCruzWharf_2019-04-24T16:20:00Z",NA,1500,400,NA,NA,50
"HABs-SantaCruzWharf_2019-05-01T16:30:00Z",NA,21950,2600,NA,NA,0
"HABs-SantaCruzWharf_2019-05-08T16:30:00Z",NA,40,300,NA,NA,0
"HABs-SantaCruzWharf_2019-05-15T16:25:00Z",NA,60,225,NA,NA,800
"HABs-SantaCruzWharf_2019-05-22T16:20:00Z",NA,0,20,NA,NA,1050
"HABs-SantaCruzWharf_2019-05-29T16:20:00Z",NA,1330,1133,NA,NA,22850
"HABs-SantaCruzWharf_2019-06-05T17:15:00Z",NA,270,150,NA,NA,650
"HABs-SantaCruzWharf_2019-06-12T16:30:00Z",NA,60,370,NA,NA,0
"HABs-SantaCruzWharf_2019-06-19T15:30:00Z",NA,110,990,NA,NA,39300
"HABs-SantaCruzWharf_2019-06-26T16:20:00Z",NA,20,1070,NA,NA,0
"HABs-SantaCruzWharf_2019-07-03T15:15:00Z",NA,10,NA,NA,NA,0
"HABs-SantaCruzWharf_2019-07-10T15:30:00Z",NA,20,330,NA,NA,0
"HABs-SantaCruzWharf_2019-07-17T15:45:00Z",NA,130,5350,NA,NA,0
"HABs-SantaCruzWharf_2019-07-24T16:20:00Z",NA,390,3100,NA,NA,0
"HABs-SantaCruzWharf_2019-07-31T16:10:00Z",NA,450,8000,NA,NA,0
"HABs-SantaCruzWharf_2019-08-07T16:50:00Z",NA,310,2150,NA,NA,0
"HABs-SantaCruzWharf_2019-08-14T16:15:00Z",NA,3500,3300,NA,NA,0
"HABs-SantaCruzWharf_2019-08-21T17:55:00Z",NA,970,1850,NA,NA,0
"HABs-SantaCruzWharf_2019-08-28T16:30:00Z",NA,360,3850,NA,NA,0
"HABs-SantaCruzWharf_2019-09-04T16:40:00Z",NA,140,2250,NA,NA,0
"HABs-SantaCruzWharf_2019-09-11T16:30:00Z",NA,40,2725,NA,NA,0
"HABs-SantaCruzWharf_2019-09-18T17:20:00Z",NA,13,775,NA,NA,1600
"HABs-SantaCruzWharf_2019-09-25T16:20:00Z",NA,0,250,NA,NA,0
"HABs-SantaCruzWharf_2019-10-02T15:40:00Z",NA,10,260,NA,NA,0
"HABs-SantaCruzWharf_2019-10-09T16:30:00Z",NA,0,420,NA,NA,900
"HABs-SantaCruzWharf_2019-10-16T16:35:00Z",NA,0,340,NA,NA,0
"HABs-SantaCruzWharf_2019-10-23T18:05:00Z",NA,0,980,NA,NA,0
"HABs-SantaCruzWharf_2019-10-30T16:35:00Z",NA,0,440,NA,NA,0
"HABs-SantaCruzWharf_2019-11-06T17:20:00Z",NA,440,NA,NA,NA,0
"HABs-SantaCruzWharf_2019-11-20T17:30:00Z",NA,0,220,NA,NA,0
"HABs-SantaCruzWharf_2019-11-27T16:30:00Z",NA,0,60,NA,NA,0
"HABs-SantaCruzWharf_2019-12-04T17:25:00Z",NA,0,110,NA,NA,0
"HABs-SantaCruzWharf_2019-12-11T17:35:00Z",NA,0,10,NA,NA,0
"HABs-SantaCruzWharf_2019-12-18T19:05:00Z",NA,0,90,NA,NA,0
"HABs-SantaCruzWharf_2020-01-08T17:10:00Z",NA,0,330,NA,NA,4400
"HABs-SantaCruzWharf_2020-01-15T16:25:00Z",NA,0,0,NA,NA,3950
"HABs-SantaCruzWharf_2020-01-22T16:35:00Z",NA,27,13,NA,NA,100
"HABs-SantaCruzWharf_2020-01-29T16:35:00Z",NA,0,80,NA,NA,0
"HABs-SantaCruzWharf_2020-02-05T16:55:00Z",NA,40,240,NA,NA,0
"HABs-SantaCruzWharf_2020-02-12T17:20:00Z",NA,0,30,NA,NA,4050
"HABs-SantaCruzWharf_2020-02-19T17:05:00Z",NA,150,1567,NA,NA,700
"HABs-SantaCruzWharf_2020-02-26T17:30:00Z",NA,150,460,NA,NA,0
"HABs-SantaCruzWharf_2020-03-04T17:05:00Z",NA,330,390,NA,NA,0
"HABs-SantaCruzWharf_2020-03-11T16:45:00Z",NA,4500,480,NA,NA,0
"HABs-SantaCruzWharf_2020-05-05T15:20:00Z",NA,20,340,NA,NA,600
"HABs-SantaCruzWharf_2020-05-12T15:45:00Z",NA,53,133,NA,NA,21700
"HABs-SantaCruzWharf_2020-05-19T14:50:00Z",NA,13,400,NA,NA,66400
"HABs-SantaCruzWharf_2020-05-26T15:05:00Z",NA,2330,2575,NA,NA,0
"HABs-SantaCruzWharf_2020-06-02T15:15:00Z",NA,370,2050,NA,NA,900
"HABs-SantaCruzWharf_2020-06-09T15:15:00Z",NA,11250,5625,NA,NA,10950
"HABs-SantaCruzWharf_2020-06-16T15:10:00Z",NA,6080,6100,NA,NA,0
"HABs-SantaCruzWharf_2020-06-23T15:05:00Z",NA,17800,5850,NA,NA,0
"HABs-SantaCruzWharf_2020-06-30T15:20:00Z",NA,15820,10150,NA,NA,1150
"HABs-SantaCruzWharf_2020-07-07T15:10:00Z",NA,7020,3900,NA,NA,0
"HABs-SantaCruzWharf_2020-07-14T15:30:00Z",NA,3120,2150,NA,NA,0
"HABs-SantaCruzWharf_2020-07-21T15:35:00Z",NA,70,4225,NA,NA,200
"HABs-SantaCruzWharf_2020-07-28T15:15:00Z",NA,0,5000,NA,NA,0
"HABs-SantaCruzWharf_2020-08-04T15:30:00Z",NA,0,4950,NA,NA,0
"HABs-SantaCruzWharf_2020-08-11T14:50:00Z",NA,0,1525,NA,NA,0
"HABs-SantaCruzWharf_2020-08-18T15:35:00Z",NA,0,875,NA,NA,0
"HABs-SantaCruzWharf_2020-09-01T15:45:00Z",NA,0,1350,NA,NA,500
"HABs-SantaCruzWharf_2020-09-08T15:40:00Z",NA,0,880,NA,NA,0
"HABs-SantaCruzWharf_2020-09-15T15:20:00Z",NA,80,600,NA,NA,0
"HABs-SantaCruzWharf_2020-09-22T15:15:00Z",NA,0,370,NA,NA,0
"HABs-SantaCruzWharf_2020-09-29T15:25:00Z",NA,160,6125,NA,NA,0
"HABs-SantaCruzWharf_2020-10-06T15:40:00Z",NA,310,675,NA,NA,350
"HABs-SantaCruzWharf_2020-10-13T15:20:00Z",NA,30,1125,NA,NA,0
"HABs-SantaCruzWharf_2020-10-20T16:00:00Z",NA,10,2250,NA,NA,0
"HABs-SantaCruzWharf_2020-10-27T15:30:00Z",NA,650,4475,NA,NA,0
"HABs-SantaCruzWharf_2020-11-03T16:30:00Z",NA,50,6300,NA,NA,0
"HABs-SantaCruzWharf_2020-11-10T17:15:00Z",NA,20,200,NA,NA,0
"HABs-SantaCruzWharf_2020-11-17T16:30:00Z",NA,0,10,NA,NA,0
"HABs-SantaCruzWharf_2020-11-24T17:15:00Z",NA,0,0,NA,NA,0
"HABs-SantaCruzWharf_2020-12-01T16:40:00Z",NA,30,20,NA,NA,0
"HABs-SantaCruzWharf_2020-12-09T17:10:00Z",NA,40,120,NA,NA,150
"HABs-SantaCruzWharf_2020-12-15T17:30:00Z",NA,40,960,NA,NA,500
"HABs-SantaCruzWharf_2021-01-06T17:40:00Z",NA,30,240,NA,NA,0
"HABs-SantaCruzWharf_2021-01-13T17:40:00Z",NA,0,10,NA,NA,0
"HABs-SantaCruzWharf_2021-01-20T17:50:00Z",NA,0,0,NA,NA,0
"HABs-SantaCruzWharf_2021-01-27T17:10:00Z",NA,0,10,NA,NA,0
"HABs-SantaCruzWharf_2021-02-03T17:20:00Z",NA,0,140,NA,NA,0
"HABs-SantaCruzWharf_2021-02-17T18:00:00Z",NA,0,0,NA,NA,700
"HABs-SantaCruzWharf_2021-02-24T18:00:00Z",NA,30,130,NA,NA,26950
"HABs-SantaCruzWharf_2021-03-03T17:50:00Z",NA,0,80,NA,NA,65050
"HABs-SantaCruzWharf_2021-03-10T18:00:00Z",NA,0,50,NA,NA,0
"HABs-SantaCruzWharf_2021-03-17T16:30:00Z",NA,0,440,NA,NA,2950
"HABs-SantaCruzWharf_2021-03-24T17:10:00Z",NA,0,20,NA,NA,0
"HABs-SantaCruzWharf_2021-03-31T16:30:00Z",NA,0,40,NA,NA,0
"HABs-SantaCruzWharf_2021-04-07T15:20:00Z",NA,0,210,NA,NA,0
"HABs-SantaCruzWharf_2021-04-14T17:45:00Z",NA,0,0,NA,NA,400
"HABs-SantaCruzWharf_2021-04-21T16:45:00Z",NA,0,130,NA,NA,900
"HABs-SantaCruzWharf_2021-05-05T16:40:00Z",NA,0,210,NA,NA,0
"HABs-SantaCruzWharf_2021-05-12T16:20:00Z",NA,30,750,NA,NA,1950
"HABs-SantaCruzWharf_2021-05-19T15:55:00Z",NA,0,820,NA,NA,0
"HABs-SantaCruzWharf_2021-05-26T15:40:00Z",NA,30,6050,NA,NA,0
"HABs-SantaCruzWharf_2021-06-02T16:30:00Z",NA,0,7200,NA,NA,0
"HABs-SantaCruzWharf_2021-06-09T16:30:00Z",NA,50,3775,NA,NA,0
"HABs-SantaCruzWharf_2021-06-16T16:30:00Z",NA,270,83350,NA,NA,400
"HABs-SantaCruzWharf_2021-06-23T16:05:00Z",NA,0,14867,NA,NA,0
"HABs-SantaCruzWharf_2021-06-30T16:00:00Z",NA,0,5300,NA,NA,0
"HABs-SantaCruzWharf_2021-07-07T16:40:00Z",NA,170,2850,NA,NA,200
"HABs-SantaCruzWharf_2021-07-14T16:25:00Z",NA,0,550,NA,NA,0
"HABs-SantaCruzWharf_2021-07-21T16:20:00Z",NA,330,3250,NA,NA,0
"HABs-SantaCruzWharf_2021-07-28T16:20:00Z",NA,8790,1675,NA,NA,0
"HABs-SantaCruzWharf_2021-08-04T16:20:00Z",NA,80,16950,NA,NA,0
"HABs-SantaCruzWharf_2021-08-11T16:30:00Z",NA,2633,14100,NA,NA,0
"HABs-SantaCruzWharf_2021-08-18T16:40:00Z",NA,2800,11075,NA,NA,0
"HABs-SantaCruzWharf_2021-08-25T15:30:00Z",NA,310,12350,NA,NA,0
"HABs-SantaCruzWharf_2021-09-01T16:10:00Z",NA,280,5775,NA,NA,0
"HABs-SantaCruzWharf_2021-09-08T16:10:00Z",NA,1670,9525,NA,NA,0
"HABs-SantaMonicaPier_2008-06-30T14:00:00Z",0,0,0,1122,3740,0
"HABs-SantaMonicaPier_2008-07-07T14:35:00Z",0,1122,0,6732,2244,0
"HABs-SantaMonicaPier_2008-07-14T15:00:00Z",26292,0,0,0,486,0
"HABs-SantaMonicaPier_2008-07-21T15:30:00Z",0,0,0,2992,9070,0
"HABs-SantaMonicaPier_2008-07-28T15:00:00Z",0,0,374,2805,1683,0
"HABs-SantaMonicaPier_2008-08-04T14:50:00Z",0,0,94,655,1777,655
"HABs-SantaMonicaPier_2008-08-11T14:40:00Z",0,0,0,468,187,0
"HABs-SantaMonicaPier_2008-08-18T14:40:00Z",0,0,187,6358,374,0
"HABs-SantaMonicaPier_2008-08-26T14:45:00Z",0,0,187,7761,0,0
"HABs-SantaMonicaPier_2008-09-02T17:30:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2008-09-08T21:50:00Z",0,0,94,0,187,0
"HABs-SantaMonicaPier_2008-09-15T16:30:00Z",0,0,187,655,374,0
"HABs-SantaMonicaPier_2008-09-29T16:30:00Z",0,0,187,187,0,0
"HABs-SantaMonicaPier_2008-10-06T16:30:00Z",0,0,0,281,0,187
"HABs-SantaMonicaPier_2008-10-13T17:30:00Z",0,0,0,0,2078,0
"HABs-SantaMonicaPier_2008-10-20T14:00:00Z",0,0,0,5610,0,0
"HABs-SantaMonicaPier_2008-10-28T18:00:00Z",0,0,0,4114,0,0
"HABs-SantaMonicaPier_2008-11-03T17:30:00Z",0,187,0,2244,0,0
"HABs-SantaMonicaPier_2008-11-17T17:30:00Z",0,0,94,281,842,8415
"HABs-SantaMonicaPier_2008-11-24T20:30:00Z",68723,0,1403,1870,10753,0
"HABs-SantaMonicaPier_2008-12-01T18:00:00Z",104,0,1247,1558,0,0
"HABs-SantaMonicaPier_2008-12-08T17:30:00Z",187,0,374,3086,187,0
"HABs-SantaMonicaPier_2008-12-15T21:00:00Z",94,94,0,94,0,0
"HABs-SantaMonicaPier_2008-12-28T22:50:00Z",0,0,94,0,0,3553
"HABs-SantaMonicaPier_2009-01-05T16:30:00Z",0,0,7053,0,413161,0
"HABs-SantaMonicaPier_2009-01-13T17:30:00Z",0,0,187,0,13651,0
"HABs-SantaMonicaPier_2009-01-19T17:00:00Z",0,0,1870,374,187,0
"HABs-SantaMonicaPier_2009-01-26T17:30:00Z",0,0,2672,2672,0,0
"HABs-SantaMonicaPier_2009-02-02T18:00:00Z",0,0,0,561,0,0
"HABs-SantaMonicaPier_2009-02-09T17:00:00Z",0,0,0,0,5610,0
"HABs-SantaMonicaPier_2009-02-16T18:30:00Z",0,0,217,0,6523,0
"HABs-SantaMonicaPier_2009-02-24T17:00:00Z",0,0,0,0,1683,0
"HABs-SantaMonicaPier_2009-03-02T17:30:00Z",0,0,1496,187,5984,0
"HABs-SantaMonicaPier_2009-03-09T16:30:00Z",0,0,1122,0,8976,0
"HABs-SantaMonicaPier_2009-03-16T16:15:00Z",56,0,56,0,0,684.4
"HABs-SantaMonicaPier_2009-03-24T17:00:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-03-31T13:20:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-04-07T17:00:00Z",0,0,187,0,0,0
"HABs-SantaMonicaPier_2009-04-14T17:00:00Z",0,0,374,0,0,2431
"HABs-SantaMonicaPier_2009-04-21T15:30:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-04-28T17:30:00Z",187,0,374,0,0,0
"HABs-SantaMonicaPier_2009-05-05T17:30:00Z",0,0,0,0,149619,0
"HABs-SantaMonicaPier_2009-05-12T17:30:00Z",0,0,187,0,0,0
"HABs-SantaMonicaPier_2009-05-19T17:00:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-05-25T17:00:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-06-02T17:30:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-06-08T17:30:00Z",0,0,187,0,0,748
"HABs-SantaMonicaPier_2009-06-16T17:00:00Z",0,0,0,0,1683,3927
"HABs-SantaMonicaPier_2009-06-23T17:30:00Z",0,0,0,0,0,3927
"HABs-SantaMonicaPier_2009-06-30T17:00:00Z",0,0,187,0,0,187
"HABs-SantaMonicaPier_2009-07-07T17:00:00Z",0,0,0,187,0,561
"HABs-SantaMonicaPier_2009-07-14T17:30:00Z",0,0,0,0,0,748
"HABs-SantaMonicaPier_2009-07-21T17:00:00Z",0,0,0,0,0,1122
"HABs-SantaMonicaPier_2009-07-28T17:00:00Z",0,0,0,561,0,187
"HABs-SantaMonicaPier_2009-08-04T17:30:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-08-11T17:00:00Z",0,0,187,0,0,0
"HABs-SantaMonicaPier_2009-08-18T16:30:00Z",0,0,187,0,0,0
"HABs-SantaMonicaPier_2009-08-25T17:30:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2009-09-02T16:00:00Z",0,0,187,0,0,0
"HABs-SantaMonicaPier_2009-09-08T17:00:00Z",0,0,0,44319,0,0
"HABs-SantaMonicaPier_2009-09-15T17:30:00Z",0,0,0,248149,0,0
"HABs-SantaMonicaPier_2009-09-22T17:30:00Z",0,0,187,49742,0,0
"HABs-SantaMonicaPier_2009-09-29T14:30:00Z",0,0,0,5984,0,0
"HABs-SantaMonicaPier_2009-10-06T15:00:00Z",0,0,0,480216,0,0
"HABs-SantaMonicaPier_2009-10-13T15:30:00Z",0,0,0,62879,0,0
"HABs-SantaMonicaPier_2009-10-20T15:30:00Z",0,0,0,9350,0,0
"HABs-SantaMonicaPier_2009-10-27T15:30:00Z",0,0,0,912,0,0
"HABs-SantaMonicaPier_2009-11-03T17:00:00Z",0,0,0,6732,0,0
"HABs-SantaMonicaPier_2009-11-10T18:00:00Z",0,0,0,5778,0,0
"HABs-SantaMonicaPier_2009-11-17T19:30:00Z",0,0,0,693,0,0
"HABs-SantaMonicaPier_2009-11-24T18:00:00Z",0,0,374,20944,0,0
"HABs-SantaMonicaPier_2009-12-02T20:00:00Z",0,0,0,2618,0,0
"HABs-SantaMonicaPier_2009-12-08T19:30:00Z",0,0,0,4038,0,0
"HABs-SantaMonicaPier_2009-12-16T18:30:00Z",0,0,0,1870,0,0
"HABs-SantaMonicaPier_2009-12-22T20:00:00Z",0,0,0,2805,0,0
"HABs-SantaMonicaPier_2009-12-29T20:00:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2010-01-05T20:00:00Z",0,0,187,935,0,187
"HABs-SantaMonicaPier_2010-01-11T16:00:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2010-01-18T19:30:00Z",0,0,0,234,0,0
"HABs-SantaMonicaPier_2010-01-25T15:30:00Z",0,0,0,882,0,882
"HABs-SantaMonicaPier_2010-02-01T15:30:00Z",0,0,748,1870,0,374
"HABs-SantaMonicaPier_2010-02-08T15:30:00Z",0,0,0,693,0,0
"HABs-SantaMonicaPier_2010-02-15T15:30:00Z",0,0,748,6358,0,0
"HABs-SantaMonicaPier_2010-02-22T15:30:00Z",0,0,890,3117,0,0
"HABs-SantaMonicaPier_2010-03-01T16:00:00Z",0,0,154,9490,0,0
"HABs-SantaMonicaPier_2010-03-08T16:00:00Z",0,0,0,1870,10753,0
"HABs-SantaMonicaPier_2010-03-15T15:00:00Z",0,0,2338,43478,1403,0
"HABs-SantaMonicaPier_2010-03-22T17:00:00Z",0,0,935,80410,0,1403
"HABs-SantaMonicaPier_2010-03-29T17:00:00Z",0,0,0,5143,0,0
"HABs-SantaMonicaPier_2010-04-05T16:15:00Z",0,0,374,37400,0,0
"HABs-SantaMonicaPier_2010-04-08T17:00:00Z",0,0,0,1122,0,0
"HABs-SantaMonicaPier_2010-04-12T15:00:00Z",0,0,374,4114,0,0
"HABs-SantaMonicaPier_2010-04-19T19:00:00Z",0,0,1122,25058,0,2992
"HABs-SantaMonicaPier_2010-04-26T14:00:00Z",0,0,748,8976,0,8602
"HABs-SantaMonicaPier_2010-05-03T16:20:00Z",0,0,748,3740,0,0
"HABs-SantaMonicaPier_2010-05-10T18:00:00Z",0,0,748,12716,0,0
"HABs-SantaMonicaPier_2010-05-17T17:00:00Z",0,0,1496,30668,0,0
"HABs-SantaMonicaPier_2010-05-24T14:30:00Z",0,0,1870,9350,0,374
"HABs-SantaMonicaPier_2010-05-31T19:00:00Z",0,0,468,14960,0,468
"HABs-SantaMonicaPier_2010-06-07T15:30:00Z",0,0,0,6994,0,0
"HABs-SantaMonicaPier_2010-06-14T18:00:00Z",0,0,0,397562,0,0
"HABs-SantaMonicaPier_2010-06-23T15:30:00Z",0,0,0,3310,0,0
"HABs-SantaMonicaPier_2010-06-28T18:30:00Z",0,0,0,69246,0,0
"HABs-SantaMonicaPier_2010-07-05T16:30:00Z",0,0,0,51737,0,0
"HABs-SantaMonicaPier_2010-07-12T18:00:00Z",0,0,0,7854,0,0
"HABs-SantaMonicaPier_2010-07-19T17:00:00Z",0,0,0,3478,0,0
"HABs-SantaMonicaPier_2010-07-26T16:00:00Z",0,0,0,8602,0,0
"HABs-SantaMonicaPier_2010-08-02T14:00:00Z",0,0,0,6956,4600,0
"HABs-SantaMonicaPier_2010-08-09T16:00:00Z",0,0,430,374,0,0
"HABs-SantaMonicaPier_2010-08-16T14:00:00Z",0,0,534,0,0,0
"HABs-SantaMonicaPier_2010-08-23T14:30:00Z",0,0,123,1122,123,0
"HABs-SantaMonicaPier_2010-08-30T19:00:00Z",0,0,534,1256,1335,0
"HABs-SantaMonicaPier_2010-09-06T14:30:00Z",0,0,1384,374,0,0
"HABs-SantaMonicaPier_2010-09-13T14:30:00Z",0,0,156,623,779,0
"HABs-SantaMonicaPier_2010-09-20T18:30:00Z",0,0,679,935,2033,0
"HABs-SantaMonicaPier_2010-09-27T18:00:00Z",0,0,468,935,0,0
"HABs-SantaMonicaPier_2010-10-04T17:00:00Z",0,0,187,0,0,0
"HABs-SantaMonicaPier_2010-10-11T17:00:00Z",0,0,1122,2805,0,0
"HABs-SantaMonicaPier_2010-10-18T16:00:00Z",0,0,251,2730,0,0
"HABs-SantaMonicaPier_2010-10-25T16:30:00Z",0,0,0,748,150,0
"HABs-SantaMonicaPier_2010-11-01T16:15:00Z",0,0,0,281,2057,0
"HABs-SantaMonicaPier_2010-11-08T17:30:00Z",0,0,112,486,10098,0
"HABs-SantaMonicaPier_2010-11-15T17:15:00Z",0,0,598,112,17952,0
"HABs-SantaMonicaPier_2010-11-22T18:00:00Z",0,0,374,748,12716,0
"HABs-SantaMonicaPier_2010-11-29T17:30:00Z",0,0,0,0,2308403,0
"HABs-SantaMonicaPier_2010-12-03T20:00:00Z",2992,0,748,748,19822,0
"HABs-SantaMonicaPier_2010-12-06T17:30:00Z",0,0,0,187,186065,0
"HABs-SantaMonicaPier_2010-12-13T20:00:00Z",0,0,748,2992,2244,0
"HABs-SantaMonicaPier_2011-01-03T19:00:00Z",0,0,0,187,561,0
"HABs-SantaMonicaPier_2011-01-10T20:00:00Z",0,0,374,8602,0,0
"HABs-SantaMonicaPier_2011-01-17T20:00:00Z",0,0,374,5610,16456,1496
"HABs-SantaMonicaPier_2011-01-24T20:00:00Z",0,0,2338,5143,1403,0
"HABs-SantaMonicaPier_2011-01-31T16:00:00Z",0,1122,0,5236,0,0
"HABs-SantaMonicaPier_2011-02-07T16:00:00Z",748,0,748,25432,0,0
"HABs-SantaMonicaPier_2011-02-14T19:00:00Z",0,0,374,4114,0,0
"HABs-SantaMonicaPier_2011-02-21T20:00:00Z",0,0,374,1122,0,0
"HABs-SantaMonicaPier_2011-02-28T20:00:00Z",0,0,0,1496,0,0
"HABs-SantaMonicaPier_2011-03-07T18:15:00Z",0,0,75,0,13464,2992
"HABs-SantaMonicaPier_2011-03-14T17:15:00Z",0,0,8550,0,1538935,341986
"HABs-SantaMonicaPier_2011-03-21T19:00:00Z",0,0,0,374,11594,1122
"HABs-SantaMonicaPier_2011-03-28T17:00:00Z",0,0,0,0,5722,0
"HABs-SantaMonicaPier_2011-04-04T16:30:00Z",0,0,123,0,1982,0
"HABs-SantaMonicaPier_2011-04-11T17:00:00Z",0,0,112,112,5610,0
"HABs-SantaMonicaPier_2011-04-18T16:30:00Z",0,0,112,0,17578,2618
"HABs-SantaMonicaPier_2011-04-25T16:30:00Z",0,0,112,0,0,224
"HABs-SantaMonicaPier_2011-05-02T16:30:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2011-05-09T18:00:00Z",0,0,468,0,467.5,0
"HABs-SantaMonicaPier_2011-05-16T18:30:00Z",0,0,224.4,0,0,0
"HABs-SantaMonicaPier_2011-05-23T16:15:00Z",250.58,0,1982.2,0,374,0
"HABs-SantaMonicaPier_2011-05-30T17:00:00Z",0,0,2244,0,6470.2,0
"HABs-SantaMonicaPier_2011-06-06T17:30:00Z",0,0,0,0,28424,0
"HABs-SantaMonicaPier_2011-06-13T17:30:00Z",0,0,0,0,85496,0
"HABs-SantaMonicaPier_2011-06-18T19:00:00Z",0,0,374,0,12342,0
"HABs-SantaMonicaPier_2011-06-27T17:00:00Z",748,0,374,0,2618,0
"HABs-SantaMonicaPier_2011-07-05T19:00:00Z",0,0,0,0,14212,0
"HABs-SantaMonicaPier_2011-07-11T17:00:00Z",0,0,0,0,1496,0
"HABs-SantaMonicaPier_2011-07-18T17:00:00Z",0,0,0,0,30294,0
"HABs-SantaMonicaPier_2011-07-25T17:30:00Z",374,374,0,0,1496,29546
"HABs-SantaMonicaPier_2011-08-01T18:30:00Z",374,0,0,0,0,1496
"HABs-SantaMonicaPier_2011-08-08T18:30:00Z",0,0,0,0,1403,0
"HABs-SantaMonicaPier_2011-08-15T18:30:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2011-08-22T17:30:00Z",748,0,0,0,0,0
"HABs-SantaMonicaPier_2011-08-29T17:00:00Z",0,0,0,0,0,0
"HABs-SantaMonicaPier_2011-09-04T19:00:00Z",0,0,0,1496,748,2618
"HABs-SantaMonicaPier_2011-09-12T18:30:00Z",0,0,0,2244,748,374
"HABs-SantaMonicaPier_2011-09-19T17:30:00Z",0,0,0,13464,374,0
"HABs-SantaMonicaPier_2011-09-26T19:00:00Z",0,0,374,28424,0,0
"HABs-SantaMonicaPier_2011-10-03T18:30:00Z",0,0,374,2992,0,748
"HABs-SantaMonicaPier_2011-10-09T19:00:00Z",0,0,374,56848,0,748
"HABs-SantaMonicaPier_2011-10-17T18:00:00Z",0,0,2244,81906,0,0
"HABs-SantaMonicaPier_2011-10-24T19:00:00Z",0,0,0,112200,0,0
"HABs-SantaMonicaPier_2011-10-30T19:00:00Z",0,0,0,7106,0,0
