"id","Alexandrium ( cells/L )","Pseudo-nitzschia seriata ( cells/L )","Ammonium ( uM )","Nitrate ( uM )","Nitrite ( uM )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","locationID","eventDate"
"HABs-SantaMonicaPier_2011-01-03T19:00:00Z",0,0,14.6,6.9,0.5,1.3,9,13,"SantaMonicaPier",2011-01-03
"HABs-SantaMonicaPier_2011-01-10T20:00:00Z",0,0,3.5,2.2,0.2,1.9,6,14,"SantaMonicaPier",2011-01-10
"HABs-SantaMonicaPier_2011-01-17T20:00:00Z",0,1496,2.2,1.1,0.2,0.4,3.8,15,"SantaMonicaPier",2011-01-17
"HABs-SantaMonicaPier_2011-01-24T20:00:00Z",0,0,4.3,0.6,0.1,0.3,1.6,16,"SantaMonicaPier",2011-01-24
"HABs-SantaMonicaPier_2011-01-31T16:00:00Z",1122,0,3.8,0.7,0.2,0.4,2.5,14,"SantaMonicaPier",2011-01-31
"HABs-SantaMonicaPier_2011-02-07T16:00:00Z",0,0,11.9,1.1,0.4,0.4,4.1,14.5,"SantaMonicaPier",2011-02-07
"HABs-SantaMonicaPier_2011-02-14T19:00:00Z",0,0,4,0.7,0.1,0.4,6.2,16.5,"SantaMonicaPier",2011-02-14
"HABs-SantaMonicaPier_2011-02-21T20:00:00Z",0,0,15.3,0.8,0.4,0.7,7,15,"SantaMonicaPier",2011-02-21
"HABs-SantaMonicaPier_2011-02-28T20:00:00Z",0,0,5.7,3,0.3,0.7,7,14,"SantaMonicaPier",2011-02-28
"HABs-SantaMonicaPier_2011-03-07T18:15:00Z",0,2992,5.8,0.8,0.1,0.4,7.7,15,"SantaMonicaPier",2011-03-07
"HABs-SantaMonicaPier_2011-03-14T17:15:00Z",0,341986,5.7,2.8,0.2,0.5,2.1,13.5,"SantaMonicaPier",2011-03-14
"HABs-SantaMonicaPier_2011-03-21T19:00:00Z",0,1122,5.6,4.5,0.2,0.7,4.7,14,"SantaMonicaPier",2011-03-21
"HABs-SantaMonicaPier_2011-03-28T17:00:00Z",0,0,6.6,4.7,0.3,0.9,7.3,14,"SantaMonicaPier",2011-03-28
"HABs-SantaMonicaPier_2011-04-04T16:30:00Z",0,0,4.3,1.8,0.1,0.4,4.1,16,"SantaMonicaPier",2011-04-04
"HABs-SantaMonicaPier_2011-04-11T17:00:00Z",0,0,6.3,6.7,0.3,0.9,8.5,14,"SantaMonicaPier",2011-04-11
"HABs-SantaMonicaPier_2011-04-18T16:30:00Z",0,2618,7.1,4,0.4,0.6,3.8,17,"SantaMonicaPier",2011-04-18
"HABs-SantaMonicaPier_2011-04-25T16:30:00Z",0,224,6.1,5.3,0.4,1,6,15.5,"SantaMonicaPier",2011-04-25
"HABs-SantaMonicaPier_2011-05-02T16:30:00Z",0,0,2.6,3.2,0.2,0.4,4.2,16,"SantaMonicaPier",2011-05-02
"HABs-SantaMonicaPier_2011-05-09T18:00:00Z",0,0,3.5,2.3,0.3,0.7,5.4,15.5,"SantaMonicaPier",2011-05-09
"HABs-SantaMonicaPier_2011-05-16T18:30:00Z",0,0,3.9,1.9,0.2,0.9,8.9,16,"SantaMonicaPier",2011-05-16
"HABs-SantaMonicaPier_2011-05-23T16:15:00Z",0,0,5.6,4.4,0.2,0.7,11.9,16.5,"SantaMonicaPier",2011-05-23
"HABs-SantaMonicaPier_2011-05-30T17:00:00Z",0,0,3.1,3.8,0.3,0.7,11.3,16.5,"SantaMonicaPier",2011-05-30
"HABs-SantaMonicaPier_2011-06-06T17:30:00Z",0,0,1.6,1,0.2,0.5,3.5,17.5,"SantaMonicaPier",2011-06-06
"HABs-SantaMonicaPier_2011-06-13T17:30:00Z",0,0,2.7,0.6,0.1,0.3,2.5,17,"SantaMonicaPier",2011-06-13
"HABs-SantaMonicaPier_2011-06-18T19:00:00Z",0,0,3.9,2.2,0.2,0.4,3.9,19.5,"SantaMonicaPier",2011-06-18
"HABs-SantaMonicaPier_2011-06-27T17:00:00Z",0,0,1.5,1,0.7,0.2,4,20.5,"SantaMonicaPier",2011-06-27
"HABs-SantaMonicaPier_2011-07-05T19:00:00Z",0,0,1.6,0.8,NA,0.3,3.5,23,"SantaMonicaPier",2011-07-05
"HABs-SantaMonicaPier_2011-07-11T17:00:00Z",0,0,1,0.5,NA,0.4,6.7,19.5,"SantaMonicaPier",2011-07-11
"HABs-SantaMonicaPier_2011-07-18T17:00:00Z",0,0,3.6,1.4,NA,0.5,5.4,20.5,"SantaMonicaPier",2011-07-18
"HABs-SantaMonicaPier_2011-07-25T17:30:00Z",374,29546,3.5,1.6,NA,0.5,2.5,21,"SantaMonicaPier",2011-07-25
"HABs-SantaMonicaPier_2011-08-01T18:30:00Z",0,1496,7.8,0.2,NA,0.3,3.3,21.5,"SantaMonicaPier",2011-08-01
"HABs-SantaMonicaPier_2011-08-08T18:30:00Z",0,0,5.1,0.4,NA,0.4,6.2,21.5,"SantaMonicaPier",2011-08-08
"HABs-SantaMonicaPier_2011-08-15T18:30:00Z",0,0,4.8,0.4,NA,0.6,3.6,20,"SantaMonicaPier",2011-08-15
"HABs-SantaMonicaPier_2011-08-22T17:30:00Z",0,0,5,0.5,NA,0.5,3,21,"SantaMonicaPier",2011-08-22
"HABs-SantaMonicaPier_2011-08-29T17:00:00Z",0,0,1.1,0.1,NA,0.3,2.7,23,"SantaMonicaPier",2011-08-29
"HABs-SantaMonicaPier_2011-09-04T19:00:00Z",0,2618,2.7,0.4,NA,0.5,3.4,19.5,"SantaMonicaPier",2011-09-04
"HABs-SantaMonicaPier_2011-09-12T18:30:00Z",0,374,2.2,0.3,NA,0.3,1.7,21.5,"SantaMonicaPier",2011-09-12
"HABs-SantaMonicaPier_2011-09-19T17:30:00Z",0,0,3.3,0.6,0.3,0.4,1.7,19.5,"SantaMonicaPier",2011-09-19
"HABs-SantaMonicaPier_2011-09-26T19:00:00Z",0,0,2,0.4,0.1,0.3,2.3,22.3,"SantaMonicaPier",2011-09-26
"HABs-SantaMonicaPier_2011-10-03T18:30:00Z",0,748,2,0.5,0.1,0.4,3,20,"SantaMonicaPier",2011-10-03
"HABs-SantaMonicaPier_2011-10-09T19:00:00Z",0,748,2.1,0.6,0.1,0.4,3.7,18,"SantaMonicaPier",2011-10-09
"HABs-SantaMonicaPier_2011-10-17T18:00:00Z",0,0,0.6,0.3,0.1,0.3,3.8,19,"SantaMonicaPier",2011-10-17
"HABs-SantaMonicaPier_2011-10-24T19:00:00Z",0,0,1.9,0.4,0,0.7,5.4,17,"SantaMonicaPier",2011-10-24
"HABs-SantaMonicaPier_2011-10-30T19:00:00Z",0,0,4,1.5,0.2,0.6,5.7,18,"SantaMonicaPier",2011-10-30
"HABs-SantaMonicaPier_2011-11-06T19:30:00Z",0,748,4.7,6.5,0.4,0.8,8,16,"SantaMonicaPier",2011-11-06
"HABs-SantaMonicaPier_2011-11-13T18:00:00Z",0,0,5.2,2.5,0.3,0.5,5.6,16.5,"SantaMonicaPier",2011-11-13
"HABs-SantaMonicaPier_2011-11-20T19:00:00Z",0,0,NA,NA,NA,NA,NA,14,"SantaMonicaPier",2011-11-20
"HABs-SantaMonicaPier_2011-11-28T19:30:00Z",0,0,3.9,1.5,0.4,0.6,4.7,16,"SantaMonicaPier",2011-11-28
"HABs-SantaMonicaPier_2011-12-04T19:00:00Z",0,0,1,2,0.5,0.4,4.5,15,"SantaMonicaPier",2011-12-04
"HABs-SantaMonicaPier_2011-12-11T18:30:00Z",0,2244,1.9,0.3,0.1,0.5,1,15,"SantaMonicaPier",2011-12-11
"HABs-SantaMonicaPier_2011-12-18T18:00:00Z",0,1496,3.5,0.8,0.5,0.5,2.3,16,"SantaMonicaPier",2011-12-18
"HABs-SantaMonicaPier_2011-12-24T19:00:00Z",0,0,4.5,1.4,0.4,1.9,19.2,15,"SantaMonicaPier",2011-12-24
"HABs-SantaMonicaPier_2012-01-01T18:30:00Z",0,0,3.8,0.9,0.4,0.7,3.9,15,"SantaMonicaPier",2012-01-01
"HABs-SantaMonicaPier_2012-01-09T18:00:00Z",0,0,2.7,0.6,0.8,0.6,2.8,15,"SantaMonicaPier",2012-01-09
"HABs-SantaMonicaPier_2012-01-14T19:00:00Z",0,0,5,0.7,0.5,0.6,2.4,14.5,"SantaMonicaPier",2012-01-14
"HABs-SantaMonicaPier_2012-01-23T18:30:00Z",0,0,2.4,1.4,0.6,0.4,3.2,13.5,"SantaMonicaPier",2012-01-23
"HABs-SantaMonicaPier_2012-01-30T19:30:00Z",0,0,4.8,1.2,1.2,0.7,1.7,15.5,"SantaMonicaPier",2012-01-30
"HABs-SantaMonicaPier_2012-02-06T19:30:00Z",0,0,4.1,1.1,3.3,0.7,2.7,14.5,"SantaMonicaPier",2012-02-06
"HABs-SantaMonicaPier_2012-02-13T19:30:00Z",374,0,11.7,1,1.7,0.7,5.9,15,"SantaMonicaPier",2012-02-13
"HABs-SantaMonicaPier_2012-02-20T18:00:00Z",374,0,3.7,4.6,0.4,0.6,6.5,15,"SantaMonicaPier",2012-02-20
"HABs-SantaMonicaPier_2012-02-27T17:30:00Z",0,0,14.8,3.2,0.6,0.6,7,14,"SantaMonicaPier",2012-02-27
"HABs-SantaMonicaPier_2012-03-05T17:30:00Z",0,2618,14.7,1.8,1.5,0.7,4.4,16,"SantaMonicaPier",2012-03-05
"HABs-SantaMonicaPier_2012-03-12T18:00:00Z",0,748,18.1,5.6,0.5,0.9,9.3,14,"SantaMonicaPier",2012-03-12
"HABs-SantaMonicaPier_2012-03-19T18:00:00Z",0,748,14.2,10,0.9,1.1,15.1,13,"SantaMonicaPier",2012-03-19
"HABs-SantaMonicaPier_2012-03-26T17:00:00Z",0,0,4.7,10.9,0.8,1.2,12.2,12.5,"SantaMonicaPier",2012-03-26
"HABs-SantaMonicaPier_2012-04-02T19:00:00Z",0,0,2.5,11.7,1.2,0.9,4,13.5,"SantaMonicaPier",2012-04-02
"HABs-SantaMonicaPier_2012-04-09T18:30:00Z",0,1496,3.6,6.6,0.7,0.4,5.7,15.5,"SantaMonicaPier",2012-04-09
"HABs-SantaMonicaPier_2012-04-16T20:00:00Z",0,748,4.7,12.1,0.9,1.2,10.9,13.5,"SantaMonicaPier",2012-04-16
"HABs-SantaMonicaPier_2012-04-23T19:00:00Z",374,0,4.8,3.6,1.3,0.7,6.9,14,"SantaMonicaPier",2012-04-23
"HABs-SantaMonicaPier_2012-04-30T19:00:00Z",0,0,2.4,2.8,0.3,0.6,4.5,17,"SantaMonicaPier",2012-04-30
"HABs-SantaMonicaPier_2012-05-06T17:00:00Z",0,4488,3,0.7,0.2,0.4,1.3,17.5,"SantaMonicaPier",2012-05-06
"HABs-SantaMonicaPier_2012-05-15T16:30:00Z",0,0,8.8,0.8,0.9,0.4,1.6,18,"SantaMonicaPier",2012-05-15
"HABs-SantaMonicaPier_2012-05-21T18:00:00Z",0,0,17.7,1.7,1.5,0.5,4.1,18.5,"SantaMonicaPier",2012-05-21
"HABs-SantaMonicaPier_2012-05-28T17:30:00Z",0,1122,1.7,0.8,0.9,0.4,2.9,NA,"SantaMonicaPier",2012-05-28
"HABs-SantaMonicaPier_2012-06-05T18:00:00Z",0,4488,2.5,0.7,1.7,0.4,3,19,"SantaMonicaPier",2012-06-05
"HABs-SantaMonicaPier_2012-06-11T16:30:00Z",0,0,2,0.8,0.9,0.4,3.1,20,"SantaMonicaPier",2012-06-11
"HABs-SantaMonicaPier_2012-06-18T17:00:00Z",0,0,2,0.7,0.7,0.5,4.3,18.5,"SantaMonicaPier",2012-06-18
"HABs-SantaMonicaPier_2012-06-25T19:00:00Z",0,0,0.4,0.3,0.4,0.3,5,19,"SantaMonicaPier",2012-06-25
"HABs-SantaMonicaPier_2012-07-02T18:00:00Z",0,28050,3.8,0.5,0.8,0.2,2.5,19,"SantaMonicaPier",2012-07-02
"HABs-SantaMonicaPier_2012-07-09T17:15:00Z",0,2244,12,0.9,1.5,0.4,3,19,"SantaMonicaPier",2012-07-09
"HABs-SantaMonicaPier_2012-07-16T18:30:00Z",0,3553,1.6,0.4,0.5,0.2,2.6,19,"SantaMonicaPier",2012-07-16
"HABs-SantaMonicaPier_2012-07-23T19:00:00Z",0,1122,3.5,0.5,0.4,0.3,3.9,18,"SantaMonicaPier",2012-07-23
"HABs-SantaMonicaPier_2012-07-30T17:00:00Z",0,31790,3.1,0.6,1,0.3,1.7,19.5,"SantaMonicaPier",2012-07-30
"HABs-SantaMonicaPier_2012-08-06T18:30:00Z",0,0,3.8,0.6,0.7,0.6,2.2,20,"SantaMonicaPier",2012-08-06
"HABs-SantaMonicaPier_2012-08-13T16:30:00Z",0,0,2,0.7,1.8,0.7,2.8,23,"SantaMonicaPier",2012-08-13
"HABs-SantaMonicaPier_2012-08-20T19:00:00Z",0,0,0.6,0.2,0.6,0.4,2.7,NA,"SantaMonicaPier",2012-08-20
"HABs-SantaMonicaPier_2012-08-27T17:00:00Z",0,0,1.9,0.4,0.1,0.5,3.1,21,"SantaMonicaPier",2012-08-27
"HABs-SantaMonicaPier_2012-09-03T19:00:00Z",0,0,0.9,0.1,0.4,0.3,3,20.8,"SantaMonicaPier",2012-09-03
"HABs-SantaMonicaPier_2012-09-10T17:00:00Z",0,0,2,1,0.1,0.5,3.5,22,"SantaMonicaPier",2012-09-10
"HABs-SantaMonicaPier_2012-09-17T17:00:00Z",0,0,2.6,0.9,0.1,0.5,3.4,22,"SantaMonicaPier",2012-09-17
"HABs-SantaMonicaPier_2012-09-24T18:30:00Z",0,0,2.5,0.5,0.3,0.6,3.3,20.5,"SantaMonicaPier",2012-09-24
"HABs-SantaMonicaPier_2012-10-02T17:00:00Z",0,0,8.1,0.9,0.2,0.5,5.2,22,"SantaMonicaPier",2012-10-02
"HABs-SantaMonicaPier_2012-10-08T18:00:00Z",0,0,10.4,0.5,0.6,0.5,4,20,"SantaMonicaPier",2012-10-08
"HABs-SantaMonicaPier_2012-10-15T16:30:00Z",0,0,11.3,0.9,1.1,0.5,5.2,19.5,"SantaMonicaPier",2012-10-15
"HABs-SantaMonicaPier_2012-10-22T20:00:00Z",0,0,3.1,1.8,1.2,0.6,11.4,20,"SantaMonicaPier",2012-10-22
"HABs-SantaMonicaPier_2012-10-28T18:30:00Z",0,7480,3.5,0.8,0.6,0.5,5.3,16,"SantaMonicaPier",2012-10-28
"HABs-SantaMonicaPier_2012-11-05T20:00:00Z",0,0,1.5,1,0.1,0.6,3.5,17,"SantaMonicaPier",2012-11-05
"HABs-SantaMonicaPier_2012-11-12T18:00:00Z",0,16456,4,2.9,0.3,0.7,6,15,"SantaMonicaPier",2012-11-12
"HABs-SantaMonicaPier_2012-11-19T18:00:00Z",0,748,2.6,0.5,0,0.5,4.2,16,"SantaMonicaPier",2012-11-19
"HABs-SantaMonicaPier_2012-11-26T19:00:00Z",0,0,3.1,0.5,0,0.3,4.2,15.5,"SantaMonicaPier",2012-11-26
"HABs-SantaMonicaPier_2012-12-03T20:00:00Z",0,0,0.9,0.4,0.2,0.4,3.7,17.5,"SantaMonicaPier",2012-12-03
"HABs-SantaMonicaPier_2012-12-10T17:30:00Z",0,0,7.3,0.8,0.2,0.5,5.9,16,"SantaMonicaPier",2012-12-10
"HABs-SantaMonicaPier_2012-12-17T19:30:00Z",0,0,7.4,2.5,0.5,0.6,7.1,15,"SantaMonicaPier",2012-12-17
"HABs-SantaMonicaPier_2012-12-23T17:30:00Z",0,748,4.2,4,0.4,0.6,5.7,14.5,"SantaMonicaPier",2012-12-23
"HABs-SantaMonicaPier_2013-01-07T19:30:00Z",0,0,10,2.4,0.7,0.3,32.4,13.5,"SantaMonicaPier",2013-01-07
"HABs-SantaMonicaPier_2013-01-13T20:00:00Z",0,0,1.5,2,0.2,0.4,1.6,12,"SantaMonicaPier",2013-01-13
"HABs-SantaMonicaPier_2013-01-21T18:00:00Z",748,0,18.2,1.1,0.1,0.4,1.9,14,"SantaMonicaPier",2013-01-21
"HABs-SantaMonicaPier_2013-01-28T20:00:00Z",0,0,11.2,2.7,0.1,0.3,5.3,13,"SantaMonicaPier",2013-01-28
"HABs-SantaMonicaPier_2013-02-04T20:00:00Z",0,0,4.6,1.7,0.1,0.4,5.5,13,"SantaMonicaPier",2013-02-04
"HABs-SantaMonicaPier_2013-02-11T17:30:00Z",0,1122,17.8,3,0.3,0.4,11.7,13.5,"SantaMonicaPier",2013-02-11
"HABs-SantaMonicaPier_2013-02-18T19:00:00Z",0,0,1,2.1,0.2,0.3,7.7,13,"SantaMonicaPier",2013-02-18
"HABs-SantaMonicaPier_2013-02-25T19:00:00Z",0,0,2.2,6.2,0.3,0.7,10.9,13.5,"SantaMonicaPier",2013-02-25
"HABs-SantaMonicaPier_2013-03-04T19:00:00Z",748,0,4.2,7.2,0.5,0.6,13.4,14.5,"SantaMonicaPier",2013-03-04
"HABs-SantaMonicaPier_2013-03-12T18:30:00Z",0,0,26,NA,0.1,0.2,3.3,14.5,"SantaMonicaPier",2013-03-12
"HABs-SantaMonicaPier_2013-03-18T16:30:00Z",374,28424,20.2,1.6,0.2,0.3,4,15,"SantaMonicaPier",2013-03-18
"HABs-SantaMonicaPier_2013-03-27T17:00:00Z",0,0,23,1.6,0.1,0.3,2.7,16,"SantaMonicaPier",2013-03-27
"HABs-SantaMonicaPier_2013-04-01T19:00:00Z",0,0,11.5,1.5,0.1,0.3,4.3,16,"SantaMonicaPier",2013-04-01
"HABs-SantaMonicaPier_2013-04-08T17:00:00Z",0,26180,0.2,1,0.1,0.3,3,16,"SantaMonicaPier",2013-04-08
"HABs-SantaMonicaPier_2013-04-15T17:30:00Z",0,136017,0.6,1.5,0.2,0.3,2.4,15,"SantaMonicaPier",2013-04-15
"HABs-SantaMonicaPier_2013-04-22T16:30:00Z",0,4862,2.4,0.5,0.1,0.4,3.3,17.5,"SantaMonicaPier",2013-04-22
"HABs-SantaMonicaPier_2013-04-29T16:30:00Z",0,42262,2.3,0.5,0.1,0.3,0.9,16,"SantaMonicaPier",2013-04-29
"HABs-SantaMonicaPier_2013-05-06T19:00:00Z",0,1122,8.1,1,0.1,0.3,3,17.5,"SantaMonicaPier",2013-05-06
"HABs-SantaMonicaPier_2013-05-14T16:30:00Z",0,1122,12.7,0.5,0,0.3,3.2,18,"SantaMonicaPier",2013-05-14
"HABs-SantaMonicaPier_2013-05-20T18:30:00Z",0,2244,9.9,0.3,0,0.3,3.3,20,"SantaMonicaPier",2013-05-20
"HABs-SantaMonicaPier_2013-05-28T19:00:00Z",0,4488,10.2,0.3,0,0.3,4.7,20,"SantaMonicaPier",2013-05-28
"HABs-SantaMonicaPier_2013-06-03T17:00:00Z",0,1496,1.5,0.3,0.1,0.2,2.5,19,"SantaMonicaPier",2013-06-03
"HABs-SantaMonicaPier_2013-06-10T19:00:00Z",0,748,3.2,0.2,0,0.3,4.1,19,"SantaMonicaPier",2013-06-10
"HABs-SantaMonicaPier_2013-06-18T16:30:00Z",0,0,14.2,0.7,0.1,0.3,6.8,19.8,"SantaMonicaPier",2013-06-18
"HABs-SantaMonicaPier_2013-06-24T18:00:00Z",0,1275,14.9,0.3,0,0.2,5.7,21,"SantaMonicaPier",2013-06-24
"HABs-SantaMonicaPier_2013-07-01T19:00:00Z",0,10846,94.3,0.6,0.1,0.3,8,19.5,"SantaMonicaPier",2013-07-01
"HABs-SantaMonicaPier_2013-07-08T18:00:00Z",0,7854,2.1,0.6,0.1,0.3,6.1,21.5,"SantaMonicaPier",2013-07-08
"HABs-SantaMonicaPier_2013-07-15T16:30:00Z",0,0,2,0.3,0.1,0.3,5.2,21.5,"SantaMonicaPier",2013-07-15
"HABs-SantaMonicaPier_2013-07-22T18:30:00Z",0,0,1.3,3.1,0.1,0.3,5.6,20,"SantaMonicaPier",2013-07-22
"HABs-SantaMonicaPier_2013-07-29T18:30:00Z",0,3740,4,0.7,0.1,0.3,6.5,19,"SantaMonicaPier",2013-07-29
"HABs-SantaMonicaPier_2013-08-05T17:30:00Z",0,748,8.5,0.7,0.1,0.4,5.4,20,"SantaMonicaPier",2013-08-05
"HABs-SantaMonicaPier_2013-08-12T16:30:00Z",0,1122,43.8,1.7,0.1,0.5,4.6,20,"SantaMonicaPier",2013-08-12
"HABs-SantaMonicaPier_2013-08-19T17:00:00Z",0,390,18.1,1.1,0.1,0.4,4.7,20,"SantaMonicaPier",2013-08-19
"HABs-SantaMonicaPier_2013-08-26T17:30:00Z",0,2618,100,1.4,0.3,1.1,4.9,19,"SantaMonicaPier",2013-08-26
"HABs-SantaMonicaPier_2013-09-01T19:00:00Z",0,0,4.9,0.7,0.3,0.4,0.3,20.5,"SantaMonicaPier",2013-09-01
"HABs-SantaMonicaPier_2013-09-09T17:30:00Z",374,11968,0.4,0.8,0.1,0.4,1.3,20,"SantaMonicaPier",2013-09-09
"HABs-SantaMonicaPier_2013-09-23T19:00:00Z",0,118184,1.6,1,0.1,0.3,2.2,18,"SantaMonicaPier",2013-09-23
"HABs-SantaMonicaPier_2013-09-30T17:30:00Z",0,34004,4.1,0.5,0.1,0.3,1.8,19,"SantaMonicaPier",2013-09-30
"HABs-SantaMonicaPier_2013-10-07T17:00:00Z",0,3740,3.9,0.6,0.1,0.2,2.1,20,"SantaMonicaPier",2013-10-07
"HABs-SantaMonicaPier_2013-10-14T17:00:00Z",374,748,5.2,0.7,0.1,0.3,2.3,18.5,"SantaMonicaPier",2013-10-14
"HABs-SantaMonicaPier_2013-10-21T18:30:00Z",0,0,1.9,0.6,0.1,0.2,3,18,"SantaMonicaPier",2013-10-21
"HABs-SantaMonicaPier_2013-10-28T17:00:00Z",0,497,16.3,1.2,0.1,0.3,3.6,17,"SantaMonicaPier",2013-10-28
"HABs-SantaMonicaPier_2013-11-05T20:00:00Z",0,15708,4.3,1,0.1,0.3,3,17,"SantaMonicaPier",2013-11-05
"HABs-SantaMonicaPier_2013-11-11T18:30:00Z",0,3740,3.5,0.5,0,0.3,0.5,18,"SantaMonicaPier",2013-11-11
"HABs-SantaMonicaPier_2013-11-18T21:00:00Z",0,4488,2.4,1.6,0,0.4,0.9,17,"SantaMonicaPier",2013-11-18
"HABs-SantaMonicaPier_2013-11-25T20:00:00Z",0,4114,2.1,1.2,0.2,0.3,2.6,16.5,"SantaMonicaPier",2013-11-25
"HABs-SantaMonicaPier_2013-12-02T18:30:00Z",0,4114,NA,NA,NA,NA,NA,16.5,"SantaMonicaPier",2013-12-02
"HABs-SantaMonicaPier_2013-12-09T18:00:00Z",374,18700,47.9,1.3,0.1,0.3,4.1,14.5,"SantaMonicaPier",2013-12-09
"HABs-SantaMonicaPier_2013-12-16T18:30:00Z",0,15708,10.4,0.5,0.1,0.2,1,14,"SantaMonicaPier",2013-12-16
"HABs-SantaMonicaPier_2013-12-31T19:30:00Z",0,0,27.5,2.2,0.8,0.5,4.3,14.5,"SantaMonicaPier",2013-12-31
"HABs-SantaMonicaPier_2014-01-06T20:00:00Z",0,0,20.7,2.2,0.1,0.4,6.9,15.2,"SantaMonicaPier",2014-01-06
"HABs-SantaMonicaPier_2014-01-13T20:00:00Z",748,0,1.5,1.1,0.1,0.3,4.1,15.8,"SantaMonicaPier",2014-01-13
"HABs-SantaMonicaPier_2014-01-20T18:00:00Z",0,0,3.3,1.1,0.2,0.2,6,15,"SantaMonicaPier",2014-01-20
"HABs-SantaMonicaPier_2014-01-27T19:30:00Z",0,3886,4,1.1,0.2,0.4,4.7,16,"SantaMonicaPier",2014-01-27
"HABs-SantaMonicaPier_2014-02-03T19:30:00Z",0,6732,8.5,1.6,0.3,0.4,5.2,15,"SantaMonicaPier",2014-02-03
"HABs-SantaMonicaPier_2014-02-10T22:00:00Z",0,82582,0.8,0.8,0.1,0.4,4.3,15,"SantaMonicaPier",2014-02-10
"HABs-SantaMonicaPier_2014-02-17T18:00:00Z",0,3740,1.3,0.4,0,0.3,2.1,15.5,"SantaMonicaPier",2014-02-17
"HABs-SantaMonicaPier_2014-02-24T19:30:00Z",0,1496,0.8,0.8,0.1,0.5,3.6,16,"SantaMonicaPier",2014-02-24
"HABs-SantaMonicaPier_2014-03-03T18:00:00Z",0,0,1.1,1.3,0.1,0.4,2.3,15.5,"SantaMonicaPier",2014-03-03
"HABs-SantaMonicaPier_2014-03-10T21:30:00Z",374,0,10.2,1,0.1,0.3,6.1,17,"SantaMonicaPier",2014-03-10
"HABs-SantaMonicaPier_2014-03-17T17:00:00Z",0,748,4.1,0.3,0,0.2,2.9,17.4,"SantaMonicaPier",2014-03-17
"HABs-SantaMonicaPier_2014-03-25T19:00:00Z",0,2244,4.95,3.5,0.3,0.2,8.5,15.5,"SantaMonicaPier",2014-03-25
"HABs-SantaMonicaPier_2014-03-31T19:00:00Z",748,34034,10.5,1.8,0.2,0.4,7.2,16,"SantaMonicaPier",2014-03-31
"HABs-SantaMonicaPier_2014-04-07T19:00:00Z",0,563499,5.44,0.5,0.1,0.2,1.1,16,"SantaMonicaPier",2014-04-07
"HABs-SantaMonicaPier_2014-04-14T17:00:00Z",0,3366,10.4,1.3,0.2,27.3,3.2,17,"SantaMonicaPier",2014-04-14
"HABs-SantaMonicaPier_2014-04-21T18:30:00Z",0,11968,9.21,0.6,0.1,0.3,2.9,17,"SantaMonicaPier",2014-04-21
"HABs-SantaMonicaPier_2014-04-28T18:30:00Z",0,748,7.92,1.3,0.1,0.3,4.6,15,"SantaMonicaPier",2014-04-28
"HABs-SantaMonicaPier_2014-05-05T21:00:00Z",0,2244,5.23,1.4,0.4,0.4,5.2,18,"SantaMonicaPier",2014-05-05
"HABs-SantaMonicaPier_2014-05-12T20:00:00Z",0,563499,5.03,0.7,0.1,0.1,2.3,17,"SantaMonicaPier",2014-05-12
"HABs-SantaMonicaPier_2014-05-19T20:00:00Z",0,27203,33.3,1.4,0.6,0.3,8.3,19,"SantaMonicaPier",2014-05-19
"HABs-SantaMonicaPier_2014-05-26T17:30:00Z",0,374,26.8,0.4,0,0.3,4.6,19,"SantaMonicaPier",2014-05-26
"HABs-SantaMonicaPier_2014-06-02T20:00:00Z",0,4114,11.5,0.9,0.2,0.2,7.6,21,"SantaMonicaPier",2014-06-02
"HABs-SantaMonicaPier_2014-06-09T17:00:00Z",0,748,0.42,0.6,0,0.3,2.7,18,"SantaMonicaPier",2014-06-09
"HABs-SantaMonicaPier_2014-06-16T17:00:00Z",0,4488,7.66,1.2,0.1,0.3,3.1,21.5,"SantaMonicaPier",2014-06-16
"HABs-SantaMonicaPier_2014-06-24T20:00:00Z",0,1122,3.05,1.6,0.2,0.3,3,22,"SantaMonicaPier",2014-06-24
"HABs-SantaMonicaPier_2014-06-30T20:00:00Z",0,0,3.84,0.6,0.1,0.1,2.1,22,"SantaMonicaPier",2014-06-30
"HABs-SantaMonicaPier_2014-07-07T20:00:00Z",0,1122,2.34,0.5,0.1,0.1,2.9,23,"SantaMonicaPier",2014-07-07
"HABs-SantaMonicaPier_2014-07-14T20:00:00Z",0,38862,0.52,0,0.1,0.1,2.1,22,"SantaMonicaPier",2014-07-14
"HABs-SantaMonicaPier_2014-07-21T20:00:00Z",0,748,3.8,1.1,0.1,0.2,4.2,23.5,"SantaMonicaPier",2014-07-21
"HABs-SantaMonicaPier_2014-07-28T20:00:00Z",0,748,1.99,1.6,0.2,0,3.2,22.6,"SantaMonicaPier",2014-07-28
"HABs-SantaMonicaPier_2014-08-04T20:00:00Z",0,3740,0.19,0.2,0.1,0.3,2.3,22.2,"SantaMonicaPier",2014-08-04
"HABs-SantaMonicaPier_2014-08-11T20:00:00Z",0,7480,9.67,9.7,0.1,0.6,1.6,22.1,"SantaMonicaPier",2014-08-11
"HABs-SantaMonicaPier_2014-08-18T20:00:00Z",0,5984,1.35,0.2,0,0.2,0.7,22.4,"SantaMonicaPier",2014-08-18
